advice,cons,countHelpful,countNotHelpful,date,Date,employmentStatus,id,isAnonymousEmployee,isCurrentEmployee,isLegal,jobEndingYear,jobTitle,lengthOfEmployment,location,pros,ratings/0/rating,ratings/0/title,ratings/1/rating,ratings/1/title,ratings/2/rating,ratings/2/title,ratings/3/rating,ratings/3/title,ratings/4/rating,ratings/4/title,ratings/5/rating,ratings/5/title,ratings/6/rating,ratings/6/title,reviews/0/isOK,reviews/0/title,reviews/1/isOK,reviews/1/title,reviews/2/isOK,reviews/2/title,title,type,url
,"culture has changed for the worse, constant leadership change",1,0,2022-10-24T11:17:05.913,2022-10-24,REGULAR,70445233,TRUE,FALSE,TRUE,2022,,0,"Denver, CO","benefits are good, salary is fair, schedule is hybrid for most",3,Work/Life Balance,2,Overall,1,Culture & Values,2,Diversity & Inclusion,3,Senior Management,3,Career Opportunities,4,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Culture changed for the worse,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW70445233.htm
My management was awesome for the first time in a long time. Then we get shut down,Forcing out the union is not cool,0,0,2022-09-25T13:23:20.607,2022-09-25,REGULAR,69428824,FALSE,TRUE,TRUE,,Superintendent,20,"Phoenix, AZ",Good pay with good people.,3,Work/Life Balance,3,Overall,2,Culture & Values,3,Diversity & Inclusion,2,Senior Management,3,Career Opportunities,2,Compensation and Benefits,TRUE,Recommend,,CEO Approval,FALSE,Business Outlook,It’s good till it’s not,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW69428824.htm
,#NAME?,2,0,2022-09-19T17:43:44.927,2022-09-19,REGULAR,69223519,FALSE,TRUE,TRUE,,Financial Analyst,2,"Broomfield, CO",Good people at the lower levels,4,Work/Life Balance,2,Overall,1,Culture & Values,2,Diversity & Inclusion,1,Senior Management,1,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,,CEO Approval,FALSE,Business Outlook,"Was great, not anymore",review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW69223519.htm
,Very Hot in the summer.,0,0,2022-07-06T19:35:26.263,2022-07-06,REGULAR,66387569,FALSE,TRUE,TRUE,,Maintainer,0,"Williamsburg, VA",4 days off is nice.,4,Work/Life Balance,4,Overall,4,Culture & Values,4,Diversity & Inclusion,4,Senior Management,4,Career Opportunities,4,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Maintainer pay,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW66387569.htm
Get rid of the dated swing shift. I don't know why it's a industry standard for most metal packaging but it honestly seems hypocritical for a company to say it cares about it's employees and maintain such an archaic schedule.,"Swing shift takes YEARS off your life.
Like any other factory/work place, it's a bit n' pony show.",0,0,2022-03-08T21:32:00.867,2022-03-08,REGULAR,60833822,FALSE,TRUE,TRUE,,Production Technician,2,"Findlay, OH","Great pay and benefits.
Lots of communication from management.",1,Work/Life Balance,4,Overall,3,Culture & Values,3,Diversity & Inclusion,4,Senior Management,4,Career Opportunities,5,Compensation and Benefits,TRUE,Recommend,,CEO Approval,TRUE,Business Outlook,Mandatory Swing Shift,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW60833822.htm
"Be more proactive about listening to suggestions from the staff, make improvements to the IT department (literally no one likes having to contact IT) and be receptive to change. This company is too ""old fashioned"" in their ethic, and it needs to be brought to current industry standards. There's a reason why talent is leaving, and it's because everything is stuck 20 years in the past (improve your diversity by hiring young talent that is current on industry standards and trends).","Departments are severely understaffed to the point everyone works more than 40 hours a week. Upper D-level management is not willing to listen to suggestions for improvement. They are severely lacking in their IT department, refusing the use of new software or tools that would be nice to have (hard no, even on free applications). The ""technology"" that is used is so outdated, and the reliance on complicated Excel sheets instead of business intelligence tools is absurd. Some of the management I've worked with aren't looking to try and make improvements, declining any suggestions. Communication with upper management is challenging, given their packed schedules - they don't return emails or calls but expect work to be done (and work that requires their input). Departments don't interact with each other, and communication between them gets messy; you often need to make several attempts to get an answer and there is no direct point of contact. Outlined objectives are rarely worked on, leaving departments to be reactive instead of proactive, always ""putting out the fire"" instead of improving work flow and methods. Despite the generous vacation time, it's hard to actually book more than 1-2 days off at a time because there's so much work to be done and one missed day causes huge impacts and delays. Management doesn't seem to like someone calling in sick, even in an emergency (with a medical note). Everything just moves very slowly, even though everyone is busy (probably because the delays in senior management). There are also SO many meetings that prevent people from getting work done - I manage several calendars and people have been booked for 30+ hours of meetings in one week, leading to ""mandatory"" overtime as people have work that needs to get done.",7,0,2021-05-14T05:27:19.247,2021-05-14,REGULAR,46934158,FALSE,TRUE,TRUE,,Administrative Assistant,2,"Denver, CO","Decent pay, benefits started immediately, nice bonus, generous vacation time. Overall, the culture is good, and people are knowledgeable in their assigned roles. There are a lot of good, hard working people, but the cons outweigh the pros.",1,Work/Life Balance,2,Overall,4,Culture & Values,3,Diversity & Inclusion,2,Senior Management,1,Career Opportunities,5,Compensation and Benefits,FALSE,Recommend,,CEO Approval,FALSE,Business Outlook,"Good culture, but horrid environment",review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW46934158.htm
"Review HR exit interviews -scuttlebutt is they are stuck in a folder and never looked at.   Ask HR about the feedback they're getting - and tell them you want the truth.  Ask for information from line employees.  Review departmental managements' claims.  Dig into the details.  Look at department trends - turnover, promotions, organization (regular reorganizing, levels of management, direct report numbers).  Don't believe the spin.","Long-term employment can engender the ""we've always done it this way"" mentality.  Change is difficult.  
Management deficiencies are not addressed in a timely manner.  Departments founder while senior management looks the other way.
Growth by acquisition with no defined process for integration has made Ball a corporation of individual entities.  There are no common processes, which causes inefficiencies and engenders errors.  Each manufacturing plant works differently.  None wants to change.  There is no standardization, which means there is no common ground and no basis for comparison.  Power plays abound.
Old school reigns.  Technology is resisted.  Attracting and retaining younger, motivated employees is a problem",6,0,2008-10-01T18:25:44.167,2008-10-01,,91665,TRUE,TRUE,TRUE,,,0,"Broomfield, CO","Many people are long-term (career) employees.  They know the company, they are committed to doing a good job, and they work hard.  They care about the company and its successes.  This is one of the few remaining places where many people work their entire careers.
Ball provides very good benefits for their employees.  It emphasizes health and savings for the future.  Health care options are reasonable and broad enough to accommodate different needs.  Ball pays a significant part of the costs.
Ball still provides a pension plan in addition to 401(k), including match.  There is no fixed number of sick days, and my experience is that people do not abuse this.  After 5 consecutive days, short-term disability kicks in.",4,Work/Life Balance,2,Overall,0,Culture & Values,0,Diversity & Inclusion,2,Senior Management,1.5,Career Opportunities,4.5,Compensation and Benefits,FALSE,Recommend,TRUE,CEO Approval,,Business Outlook,"If it sounds too good to be true, it probably is.",review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW91665.htm
Listen to the employees on the floor....most actually know what they are talking about.  Hire people!!!!!  Workers here are SO burned out!  TRAIN people!!!  Safety # 1 is a complete joke.  People are running machines without any training.  Too many negatives to mention all of them.,"Ball Corp does not care about the individual.  Money is bottom line.  Horrible managers, horrible hours...do not recommend working here. Worked here over 11 yrs, only got worse, never better.",3,0,2015-08-31T08:40:02.067,2015-08-31,,7785259,TRUE,FALSE,TRUE,2014,,20,"Madison, WI",Good pay and benefits.  That is all.,1,Work/Life Balance,2,Overall,1,Culture & Values,0,Diversity & Inclusion,1,Senior Management,2,Career Opportunities,5,Compensation and Benefits,FALSE,Recommend,,CEO Approval,,Business Outlook,Wouldn't work here if I were you,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW7785259.htm
As mentioned above I am lucky to have good management but do believe they should be more harsh with some of the lazier workers instead of letting them get away with being lazy.,Some co workers only put in a little effort or do the bare minimum and continue to get away with it.,1,0,2020-04-20T13:04:22.320,2020-04-20,REGULAR,32808075,FALSE,TRUE,TRUE,,Chemical Process Operator,0,"Conroe, TX","12 hour shifts, great pay with great benefits. Large facility. I have a great boss and most of my co workers are awesome as well. I enjoy my 4 days on 4 days off schedule.",5,Work/Life Balance,5,Overall,5,Culture & Values,0,Diversity & Inclusion,5,Senior Management,5,Career Opportunities,5,Compensation and Benefits,TRUE,Recommend,,CEO Approval,TRUE,Business Outlook,Hard work but a great job,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW32808075.htm
Ball needs to implement 360 review process.  This process would allow scoring of management effectiveness.  Ball promotes based on friendships and not necessarily abilities.,Two weeks of vacation for starting employees is behind the times.  Some senior level managers are allowed to stay in their positions when they are ineffective.,2,0,2011-09-03T09:36:29.110,2011-09-03,,1091619,TRUE,FALSE,TRUE,2010,,0,"Broomfield, CO",Great benefits.  Friendly people.  True sense of ownership in the company by every employee.  Great location.  The company believes in personal development and training.,2,Work/Life Balance,3,Overall,0,Culture & Values,0,Diversity & Inclusion,2.5,Senior Management,4,Career Opportunities,4,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,,Business Outlook,"Great place to work, as long as you are in a good department.",review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW1091619.htm
Think about where this company came from and the morals in which it was built  on.  Worry less about that next quarterly report and do things the right way again.,"Unstable workplace.  Outsourcing offshore many jobs.  Ball no longer values it's loyal employees.  Current CEO lies when he speaks about the ""Ball Family"" and the company values.",8,0,2018-08-18T14:48:02.397,2018-08-18,REGULAR,22037476,FALSE,TRUE,TRUE,,Systems Administrator,20,"Westminster, CO",Benefits are pretty good and the pension is a real plus.,3,Work/Life Balance,2,Overall,2,Culture & Values,0,Diversity & Inclusion,1,Senior Management,2,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,,Business Outlook,Company on it's way downhill,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW22037476.htm
"Get a system that works and train employees better. Get better production systems. Would bother managers at all times of the day when problems arise, which was often. Need to develop a better work/life balance issue for people and care about their employees more.","Poor management in plant. Corporate and lower management didn't work well together. Turnover on management employees was ridiculous. Instead of fixing problems with the system, they fired or moved the employees.",0,0,2014-07-31T13:25:56.330,2014-07-31,REGULAR,4692011,TRUE,FALSE,TRUE,2010,,4,"Weirton, WV",Pay was decent for market area. Good people to work with. Good benefits.,1,Work/Life Balance,2,Overall,2,Culture & Values,0,Diversity & Inclusion,3,Senior Management,3,Career Opportunities,4,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,"Good People, Poor Management",review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW4692011.htm
See you in court.,"DO NOT WORK HERE! HR falsely accused me of something I did not do and failed to prove anything whatsoever after firing me. We now have to get a lawyer and take them to court to fight the case. Rotating night and day shifts destroy employees overall health and HR has not one care in the world about it. Horrible management, one of the worst possible places for employment. If I could chose less than one star, I would.",0,0,2016-12-23T15:36:27.120,2016-12-23,,13092889,FALSE,FALSE,TRUE,2016,Production Technician,4,"Golden, CO","Pay, four days off",1,Work/Life Balance,3,Overall,1,Culture & Values,0,Diversity & Inclusion,1,Senior Management,1,Career Opportunities,1,Compensation and Benefits,FALSE,Recommend,,CEO Approval,FALSE,Business Outlook,HORRIBLE LYING HR DEPARTMENT,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW13092889.htm
